,label,score
2316,온순하지 않게,-2
2317,온순하지 않은,-2
2318,온순하지 않고,-2
2319,온순하지 않으며,-2
2320,온순안한,-2
2321,화창하게,1
2322,화창한,1
2323,화창하다,2
2324,화창하고,2
2325,화창하며,2
2326,화창하지 않다,-2
2327,화창하지 않게,-2
2328,화창하지 않은,-2
2329,화창하지 않고,-2
2330,화창하지 않으며,-2
2331,화창안한,-2
2332,노련하게,1
2333,노련한,1
2334,노련하다,2
2335,노련하고,2
2336,노련하며,2
2337,노련하지 않다,-2
2338,노련하지 않게,-2
2339,노련하지 않은,-2
2340,노련하지 않고,-2
2341,노련하지 않으며,-2
2342,노련안한,-2
2343,흥미진진하게,1
2344,흥미진진한,1
2345,흥미진진하다,2
2346,흥미진진하고,2
2347,흥미진진하며,2
2348,흥미진진하지 않다,-2
2349,흥미진진하지 않게,-2
2350,흥미진진하지 않은,-2
2351,흥미진진하지 않고,-2
2352,흥미진진하지 않으며,-2
2353,흥미진진안한,-2
2354,자상하게,1
2355,자상한,1
2356,자상하다,2
2357,자상하고,2
2358,자상하며,2
2359,자상하지 않다,-2
2360,자상하지 않게,-2
2361,자상하지 않은,-2
2362,자상하지 않고,-2
2363,자상하지 않으며,-2
2364,자상안한,-2
2365,떠들썩하게,1
2366,떠들썩한,1
2367,떠들썩하다,2
2368,떠들썩하고,2
2369,떠들썩하며,2
2370,떠들썩하지 않다,-2
2371,떠들썩하지 않게,-2
2372,떠들썩하지 않은,-2
2373,떠들썩하지 않고,-2
2374,떠들썩하지 않으며,-2
2375,떠들썩안한,-2
2376,촘촘하게,1
2377,촘촘한,1
2378,촘촘하다,2
2379,촘촘하고,2
2380,촘촘하며,2
2381,촘촘하지 않다,-2
2382,촘촘하지 않게,-2
2383,촘촘하지 않은,-2
2384,촘촘하지 않고,-2
2385,촘촘하지 않으며,-2
2386,촘촘안한,-2
2387,조그마하게,1
2388,조그마한,1
2389,조그마하다,2
2390,조그마하고,2
2391,조그마하며,2
2392,조그마하지 않다,-2
2393,조그마하지 않게,-2
2394,조그마하지 않은,-2
2395,조그마하지 않고,-2
2396,조그마하지 않으며,-2
2397,조그마안한,-2
2398,빽빽하게,1
2399,빽빽한,1
2400,빽빽하다,2
2401,빽빽하고,2
2402,빽빽하며,2
2403,빽빽하지 않다,-2
2404,빽빽하지 않게,-2
2405,빽빽하지 않은,-2
2406,빽빽하지 않고,-2
2407,빽빽하지 않으며,-2
2408,빽빽안한,-2
2409,후덥지근하게,1
2410,후덥지근한,1
2411,후덥지근하다,2
2412,후덥지근하고,2
2413,후덥지근하며,2
2414,후덥지근하지 않다,-2
2415,후덥지근하지 않게,-2
2416,후덥지근하지 않은,-2
2417,후덥지근하지 않고,-2
2418,후덥지근하지 않으며,-2
2419,후덥지근안한,-2
2420,시큼하게,1
2421,시큼한,1
2422,시큼하다,2
2423,시큼하고,2
2424,시큼하며,2
2425,시큼하지 않다,-2
2426,시큼하지 않게,-2
2427,시큼하지 않은,-2
2428,시큼하지 않고,-2
2429,시큼하지 않으며,-2
2430,시큼안한,-2
2431,고상하게,1
2432,고상한,1
2433,고상하다,2
2434,고상하고,2
2435,고상하며,2
2436,고상하지 않다,-2
2437,고상하지 않게,-2
2438,고상하지 않은,-2
2439,고상하지 않고,-2
2440,고상하지 않으며,-2
2441,고상안한,-2
2442,향긋하게,1
2443,향긋한,1
2444,향긋하다,2
2445,향긋하고,2
2446,향긋하며,2
2447,향긋하지 않다,-2
2448,향긋하지 않게,-2
2449,향긋하지 않은,-2
2450,향긋하지 않고,-2
2451,향긋하지 않으며,-2
2452,향긋안한,-2
2453,멍청하게,1
2454,멍청한,1
2455,멍청하다,2
2456,멍청하고,2
2457,멍청하며,2
2458,멍청하지 않다,-2
2459,멍청하지 않게,-2
2460,멍청하지 않은,-2
2461,멍청하지 않고,-2
2462,멍청하지 않으며,-2
2463,멍청안한,-2
2464,조밀하게,1
2465,조밀한,1
2466,조밀하다,2
2467,조밀하고,2
2468,조밀하며,2
2469,조밀하지 않다,-2
2470,조밀하지 않게,-2
2471,조밀하지 않은,-2
2472,조밀하지 않고,-2
2473,조밀하지 않으며,-2
2474,조밀안한,-2
2475,열렬하게,1
2476,열렬한,1
2477,열렬하다,2
2478,열렬하고,2
2479,열렬하며,2
2480,열렬하지 않다,-2
2481,열렬하지 않게,-2
2482,열렬하지 않은,-2
2483,열렬하지 않고,-2
2484,열렬하지 않으며,-2
2485,열렬안한,-2
2486,근사하게,1
2487,근사한,1
2488,근사하다,2
2489,근사하고,2
2490,근사하며,2
2491,근사하지 않다,-2
2492,근사하지 않게,-2
2493,근사하지 않은,-2
2494,근사하지 않고,-2
2495,근사하지 않으며,-2
2496,근사안한,-2
2497,절친하게,1
2498,절친한,1
2499,절친하다,2
2500,절친하고,2
2501,절친하며,2
2502,절친하지 않다,-2
2503,절친하지 않게,-2
2504,절친하지 않은,-2
2505,절친하지 않고,-2
2506,절친하지 않으며,-2
2507,절친안한,-2
2508,분명하게,1
2509,분명한,1
2510,분명하다,2
2511,분명하고,2
2512,분명하며,2
2513,분명하지 않다,-2
2514,분명하지 않게,-2
2515,분명하지 않은,-2
2516,분명하지 않고,-2
2517,분명하지 않으며,-2
2518,분명안한,-2
2519,털털하게,1
2520,털털한,1
2521,털털하다,2
2522,털털하고,2
2523,털털하며,2
2524,털털하지 않다,-2
2525,털털하지 않게,-2
2526,털털하지 않은,-2
2527,털털하지 않고,-2
2528,털털하지 않으며,-2
2529,털털안한,-2
2530,준수하게,1
2531,준수한,1
2532,준수하다,2
2533,준수하고,2
2534,준수하며,2
2535,준수하지 않다,-2
2536,준수하지 않게,-2
2537,준수하지 않은,-2
2538,준수하지 않고,-2
2539,준수하지 않으며,-2
2540,준수안한,-2
2541,이상하게,1
2542,이상한,1
2543,이상하다,2
2544,이상하고,2
2545,이상하며,2
2546,이상하지 않다,-2
2547,이상하지 않게,-2
2548,이상하지 않은,-2
2549,이상하지 않고,-2
2550,이상하지 않으며,-2
2551,이상안한,-2
2552,단정하게,1
2553,단정한,1
2554,단정하다,2
2555,단정하고,2
2556,단정하며,2
2557,단정하지 않다,-2
2558,단정하지 않게,-2
2559,단정하지 않은,-2
2560,단정하지 않고,-2
2561,단정하지 않으며,-2
2562,단정안한,-2
2563,명료하게,1
2564,명료한,1
2565,명료하다,2
2566,명료하고,2
2567,명료하며,2
2568,명료하지 않다,-2
2569,명료하지 않게,-2
2570,명료하지 않은,-2
2571,명료하지 않고,-2
2572,명료하지 않으며,-2
2573,명료안한,-2
2574,경미하게,1
2575,경미한,1
2576,경미하다,2
2577,경미하고,2
2578,경미하며,2
2579,경미하지 않다,-2
2580,경미하지 않게,-2
2581,경미하지 않은,-2
2582,경미하지 않고,-2
2583,경미하지 않으며,-2
2584,경미안한,-2
2585,황량하게,1
2586,황량한,1
2587,황량하다,2
2588,황량하고,2
2589,황량하며,2
2590,황량하지 않다,-2
2591,황량하지 않게,-2
2592,황량하지 않은,-2
2593,황량하지 않고,-2
2594,황량하지 않으며,-2
2595,황량안한,-2
2596,당황하게,1
2597,당황한,1
2598,당황하다,2
2599,당황하고,2
2600,당황하며,2
2601,당황하지 않다,-2
2602,당황하지 않게,-2
2603,당황하지 않은,-2
2604,당황하지 않고,-2
2605,당황하지 않으며,-2
2606,당황안한,-2
2607,칙칙하게,1
2608,칙칙한,1
2609,칙칙하다,2
2610,칙칙하고,2
2611,칙칙하며,2
2612,칙칙하지 않다,-2
2613,칙칙하지 않게,-2
2614,칙칙하지 않은,-2
2615,칙칙하지 않고,-2
2616,칙칙하지 않으며,-2
2617,칙칙안한,-2
2618,날씬하게,1
2619,날씬한,1
2620,날씬하다,2
2621,날씬하고,2
2622,날씬하며,2
2623,날씬하지 않다,-2
2624,날씬하지 않게,-2
2625,날씬하지 않은,-2
2626,날씬하지 않고,-2
2627,날씬하지 않으며,-2
2628,날씬안한,-2
2629,기이하게,1
2630,기이한,1
2631,기이하다,2
2632,기이하고,2
2633,기이하며,2
2634,기이하지 않다,-2
2635,기이하지 않게,-2
2636,기이하지 않은,-2
2637,기이하지 않고,-2
2638,기이하지 않으며,-2
2639,기이안한,-2
2640,고요하게,1
2641,고요한,1
2642,고요하다,2
2643,고요하고,2
2644,고요하며,2
2645,고요하지 않다,-2
2646,고요하지 않게,-2
2647,고요하지 않은,-2
2648,고요하지 않고,-2
2649,고요하지 않으며,-2
2650,고요안한,-2
2651,미숙하게,1
2652,미숙한,1
2653,미숙하다,2
2654,미숙하고,2
2655,미숙하며,2
2656,미숙하지 않다,-2
2657,미숙하지 않게,-2
2658,미숙하지 않은,-2
2659,미숙하지 않고,-2
2660,미숙하지 않으며,-2
2661,미숙안한,-2
2662,잡다하게,1
2663,잡다한,1
2664,잡다하다,2
2665,잡다하고,2
2666,잡다하며,2
2667,잡다하지 않다,-2
2668,잡다하지 않게,-2
2669,잡다하지 않은,-2
2670,잡다하지 않고,-2
2671,잡다하지 않으며,-2
2672,잡다안한,-2
2673,막연하게,1
2674,막연한,1
2675,막연하다,2
2676,막연하고,2
2677,막연하며,2
2678,막연하지 않다,-2
2679,막연하지 않게,-2
2680,막연하지 않은,-2
2681,막연하지 않고,-2
2682,막연하지 않으며,-2
2683,막연안한,-2
2684,거북하게,1
2685,거북한,1
2686,거북하다,2
2687,거북하고,2
2688,거북하며,2
2689,거북하지 않다,-2
2690,거북하지 않게,-2
2691,거북하지 않은,-2
2692,거북하지 않고,-2
2693,거북하지 않으며,-2
2694,거북안한,-2
2695,단호하게,1
2696,단호한,1
2697,단호하다,2
2698,단호하고,2
2699,단호하며,2
2700,단호하지 않다,-2
2701,단호하지 않게,-2
2702,단호하지 않은,-2
2703,단호하지 않고,-2
2704,단호하지 않으며,-2
2705,단호안한,-2
2706,드라마틱하게,1
2707,드라마틱한,1
2708,드라마틱하다,2
2709,드라마틱하고,2
2710,드라마틱하며,2
2711,드라마틱하지 않다,-2
2712,드라마틱하지 않게,-2
2713,드라마틱하지 않은,-2
2714,드라마틱하지 않고,-2
2715,드라마틱하지 않으며,-2
2716,드라마틱안한,-2
2717,용감하게,1
2718,용감한,1
2719,용감하다,2
2720,용감하고,2
2721,용감하며,2
2722,용감하지 않다,-2
2723,용감하지 않게,-2
2724,용감하지 않은,-2
2725,용감하지 않고,-2
2726,용감하지 않으며,-2
2727,용감안한,-2
2728,조급하게,1
2729,조급한,1
2730,조급하다,2
2731,조급하고,2
2732,조급하며,2
2733,조급하지 않다,-2
2734,조급하지 않게,-2
2735,조급하지 않은,-2
2736,조급하지 않고,-2
2737,조급하지 않으며,-2
2738,조급안한,-2
2739,빈번하게,1
2740,빈번한,1
2741,빈번하다,2
2742,빈번하고,2
2743,빈번하며,2
2744,빈번하지 않다,-2
2745,빈번하지 않게,-2
2746,빈번하지 않은,-2
2747,빈번하지 않고,-2
2748,빈번하지 않으며,-2
2749,빈번안한,-2
2750,훈훈하게,1
2751,훈훈한,1
2752,훈훈하다,2
2753,훈훈하고,2
2754,훈훈하며,2
2755,훈훈하지 않다,-2
2756,훈훈하지 않게,-2
2757,훈훈하지 않은,-2
2758,훈훈하지 않고,-2
2759,훈훈하지 않으며,-2
2760,훈훈안한,-2
2761,우수하게,1
2762,우수한,1
2763,우수하다,2
2764,우수하고,2
2765,우수하며,2
2766,우수하지 않다,-2
2767,우수하지 않게,-2
2768,우수하지 않은,-2
2769,우수하지 않고,-2
2770,우수하지 않으며,-2
2771,우수안한,-2
2772,모호하게,1
2773,모호한,1
2774,모호하다,2
2775,모호하고,2
2776,모호하며,2
2777,모호하지 않다,-2
2778,모호하지 않게,-2
2779,모호하지 않은,-2
2780,모호하지 않고,-2
2781,모호하지 않으며,-2
2782,모호안한,-2
2783,미지근하게,1
2784,미지근한,1
2785,미지근하다,2
2786,미지근하고,2
2787,미지근하며,2
2788,미지근하지 않다,-2
2789,미지근하지 않게,-2
2790,미지근하지 않은,-2
2791,미지근하지 않고,-2
2792,미지근하지 않으며,-2
2793,미지근안한,-2
2794,썰렁하게,1
2795,썰렁한,1
2796,썰렁하다,2
2797,썰렁하고,2
2798,썰렁하며,2
2799,썰렁하지 않다,-2
2800,썰렁하지 않게,-2
2801,썰렁하지 않은,-2
2802,썰렁하지 않고,-2
2803,썰렁하지 않으며,-2
2804,썰렁안한,-2
2805,광활하게,1
2806,광활한,1
2807,광활하다,2
2808,광활하고,2
2809,광활하며,2
2810,광활하지 않다,-2
2811,광활하지 않게,-2
2812,광활하지 않은,-2
2813,광활하지 않고,-2
2814,광활하지 않으며,-2
2815,광활안한,-2
2816,자욱하게,1
2817,자욱한,1
2818,자욱하다,2
2819,자욱하고,2
2820,자욱하며,2
2821,자욱하지 않다,-2
2822,자욱하지 않게,-2
2823,자욱하지 않은,-2
2824,자욱하지 않고,-2
2825,자욱하지 않으며,-2
2826,자욱안한,-2
2827,예리하게,1
2828,예리한,1
2829,예리하다,2
2830,예리하고,2
2831,예리하며,2
2832,예리하지 않다,-2
2833,예리하지 않게,-2
2834,예리하지 않은,-2
2835,예리하지 않고,-2
2836,예리하지 않으며,-2
2837,예리안한,-2
2838,극심하게,1
2839,극심한,1
2840,극심하다,2
2841,극심하고,2
2842,극심하며,2
2843,극심하지 않다,-2
2844,극심하지 않게,-2
2845,극심하지 않은,-2
2846,극심하지 않고,-2
2847,극심하지 않으며,-2
2848,극심안한,-2
2849,임박하게,1
2850,임박한,1
2851,임박하다,2
2852,임박하고,2
2853,임박하며,2
2854,임박하지 않다,-2
2855,임박하지 않게,-2
2856,임박하지 않은,-2
2857,임박하지 않고,-2
2858,임박하지 않으며,-2
2859,임박안한,-2
2860,지근하게,1
2861,지근한,1
2862,지근하다,2
2863,지근하고,2
2864,지근하며,2
2865,지근하지 않다,-2
2866,지근하지 않게,-2
2867,지근하지 않은,-2
2868,지근하지 않고,-2
2869,지근하지 않으며,-2
2870,지근안한,-2
2871,수수하게,1
2872,수수한,1
2873,수수하다,2
2874,수수하고,2
2875,수수하며,2
2876,수수하지 않다,-2
2877,수수하지 않게,-2
2878,수수하지 않은,-2
2879,수수하지 않고,-2
2880,수수하지 않으며,-2
2881,수수안한,-2
2882,혹독하게,1
2883,혹독한,1
2884,혹독하다,2
2885,혹독하고,2
2886,혹독하며,2
2887,혹독하지 않다,-2
2888,혹독하지 않게,-2
2889,혹독하지 않은,-2
2890,혹독하지 않고,-2
2891,혹독하지 않으며,-2
2892,혹독안한,-2
2893,빵빵하게,1
2894,빵빵한,1
2895,빵빵하다,2
2896,빵빵하고,2
2897,빵빵하며,2
2898,빵빵하지 않다,-2
2899,빵빵하지 않게,-2
2900,빵빵하지 않은,-2
2901,빵빵하지 않고,-2
2902,빵빵하지 않으며,-2
2903,빵빵안한,-2
2904,따스하게,1
2905,따스한,1
2906,따스하다,2
2907,따스하고,2
2908,따스하며,2
2909,따스하지 않다,-2
2910,따스하지 않게,-2
2911,따스하지 않은,-2
2912,따스하지 않고,-2
2913,따스하지 않으며,-2
2914,따스안한,-2
2915,엄숙하게,1
2916,엄숙한,1
2917,엄숙하다,2
2918,엄숙하고,2
2919,엄숙하며,2
2920,엄숙하지 않다,-2
2921,엄숙하지 않게,-2
2922,엄숙하지 않은,-2
2923,엄숙하지 않고,-2
2924,엄숙하지 않으며,-2
2925,엄숙안한,-2
2926,무수하게,1
2927,무수한,1
2928,무수하다,2
2929,무수하고,2
2930,무수하며,2
2931,무수하지 않다,-2
2932,무수하지 않게,-2
2933,무수하지 않은,-2
2934,무수하지 않고,-2
2935,무수하지 않으며,-2
2936,무수안한,-2
2937,선선하게,1
2938,선선한,1
2939,선선하다,2
2940,선선하고,2
2941,선선하며,2
2942,선선하지 않다,-2
2943,선선하지 않게,-2
2944,선선하지 않은,-2
2945,선선하지 않고,-2
2946,선선하지 않으며,-2
2947,선선안한,-2
2948,유유하게,1
2949,유유한,1
2950,유유하다,2
2951,유유하고,2
2952,유유하며,2
2953,유유하지 않다,-2
2954,유유하지 않게,-2
2955,유유하지 않은,-2
2956,유유하지 않고,-2
2957,유유하지 않으며,-2
2958,유유안한,-2
2959,음산하게,1
2960,음산한,1
2961,음산하다,2
2962,음산하고,2
2963,음산하며,2
2964,음산하지 않다,-2
2965,음산하지 않게,-2
2966,음산하지 않은,-2
2967,음산하지 않고,-2
2968,음산하지 않으며,-2
2969,음산안한,-2
2970,조잡하게,1
2971,조잡한,1
2972,조잡하다,2
2973,조잡하고,2
2974,조잡하며,2
2975,조잡하지 않다,-2
2976,조잡하지 않게,-2
2977,조잡하지 않은,-2
2978,조잡하지 않고,-2
2979,조잡하지 않으며,-2
2980,조잡안한,-2
2981,출출하게,1
2982,출출한,1
2983,출출하다,2
2984,출출하고,2
2985,출출하며,2
2986,출출하지 않다,-2
2987,출출하지 않게,-2
2988,출출하지 않은,-2
2989,출출하지 않고,-2
2990,출출하지 않으며,-2
2991,출출안한,-2
2992,정갈하게,1
2993,정갈한,1
2994,정갈하다,2
2995,정갈하고,2
2996,정갈하며,2
2997,정갈하지 않다,-2
2998,정갈하지 않게,-2
2999,정갈하지 않은,-2
3000,정갈하지 않고,-2
3001,정갈하지 않으며,-2
3002,정갈안한,-2
3003,어마어마하게,1
3004,어마어마한,1
3005,어마어마하다,2
3006,어마어마하고,2
3007,어마어마하며,2
3008,어마어마하지 않다,-2
3009,어마어마하지 않게,-2
3010,어마어마하지 않은,-2
3011,어마어마하지 않고,-2
3012,어마어마하지 않으며,-2
3013,어마어마안한,-2
3014,통통하게,1
3015,통통한,1
3016,통통하다,2
3017,통통하고,2
3018,통통하며,2
3019,통통하지 않다,-2
3020,통통하지 않게,-2
3021,통통하지 않은,-2
3022,통통하지 않고,-2
3023,통통하지 않으며,-2
3024,통통안한,-2
3025,무뚝뚝하게,1
3026,무뚝뚝한,1
3027,무뚝뚝하다,2
3028,무뚝뚝하고,2
3029,무뚝뚝하며,2
3030,무뚝뚝하지 않다,-2
3031,무뚝뚝하지 않게,-2
3032,무뚝뚝하지 않은,-2
3033,무뚝뚝하지 않고,-2
3034,무뚝뚝하지 않으며,-2
3035,무뚝뚝안한,-2
3036,순진하게,1
3037,순진한,1
3038,순진하다,2
3039,순진하고,2
3040,순진하며,2
3041,순진하지 않다,-2
3042,순진하지 않게,-2
3043,순진하지 않은,-2
3044,순진하지 않고,-2
3045,순진하지 않으며,-2
3046,순진안한,-2
3047,공손하게,1
3048,공손한,1
3049,공손하다,2
3050,공손하고,2
3051,공손하며,2
3052,공손하지 않다,-2
3053,공손하지 않게,-2
3054,공손하지 않은,-2
3055,공손하지 않고,-2
3056,공손하지 않으며,-2
3057,공손안한,-2
3058,합리하게,1
3059,합리한,1
3060,합리하다,2
3061,합리하고,2
3062,합리하며,2
3063,합리하지 않다,-2
3064,합리하지 않게,-2
3065,합리하지 않은,-2
3066,합리하지 않고,-2
3067,합리하지 않으며,-2
3068,합리안한,-2
3069,험난하게,1
3070,험난한,1
3071,험난하다,2
3072,험난하고,2
3073,험난하며,2
3074,험난하지 않다,-2
3075,험난하지 않게,-2
3076,험난하지 않은,-2
3077,험난하지 않고,-2
3078,험난하지 않으며,-2
3079,험난안한,-2
3080,명백하게,1
3081,명백한,1
3082,명백하다,2
3083,명백하고,2
3084,명백하며,2
3085,명백하지 않다,-2
3086,명백하지 않게,-2
3087,명백하지 않은,-2
3088,명백하지 않고,-2
3089,명백하지 않으며,-2
3090,명백안한,-2
3091,완만하게,1
3092,완만한,1
3093,완만하다,2
3094,완만하고,2
3095,완만하며,2
3096,완만하지 않다,-2
3097,완만하지 않게,-2
3098,완만하지 않은,-2
3099,완만하지 않고,-2
3100,완만하지 않으며,-2
3101,완만안한,-2
3102,호화하게,1
3103,호화한,1
3104,호화하다,2
3105,호화하고,2
3106,호화하며,2
3107,호화하지 않다,-2
3108,호화하지 않게,-2
3109,호화하지 않은,-2
3110,호화하지 않고,-2
3111,호화하지 않으며,-2
3112,호화안한,-2
3113,요긴하게,1
3114,요긴한,1
3115,요긴하다,2
3116,요긴하고,2
3117,요긴하며,2
3118,요긴하지 않다,-2
3119,요긴하지 않게,-2
3120,요긴하지 않은,-2
3121,요긴하지 않고,-2
3122,요긴하지 않으며,-2
3123,요긴안한,-2
3124,간절하게,1
3125,간절한,1
3126,간절하다,2
3127,간절하고,2
3128,간절하며,2
3129,간절하지 않다,-2
3130,간절하지 않게,-2
3131,간절하지 않은,-2
3132,간절하지 않고,-2
3133,간절하지 않으며,-2
3134,간절안한,-2
3135,공허하게,1
3136,공허한,1
3137,공허하다,2
3138,공허하고,2
3139,공허하며,2
3140,공허하지 않다,-2
3141,공허하지 않게,-2
3142,공허하지 않은,-2
3143,공허하지 않고,-2
3144,공허하지 않으며,-2
3145,공허안한,-2
3146,정당하게,1
3147,정당한,1
3148,정당하다,2
3149,정당하고,2
3150,정당하며,2
3151,정당하지 않다,-2
3152,정당하지 않게,-2
3153,정당하지 않은,-2
3154,정당하지 않고,-2
3155,정당하지 않으며,-2
3156,정당안한,-2
3157,명쾌하게,1
3158,명쾌한,1
3159,명쾌하다,2
3160,명쾌하고,2
3161,명쾌하며,2
3162,명쾌하지 않다,-2
3163,명쾌하지 않게,-2
3164,명쾌하지 않은,-2
3165,명쾌하지 않고,-2
3166,명쾌하지 않으며,-2
3167,명쾌안한,-2
3168,아름하게,1
3169,아름한,1
3170,아름하다,2
3171,아름하고,2
3172,아름하며,2
3173,아름하지 않다,-2
3174,아름하지 않게,-2
3175,아름하지 않은,-2
3176,아름하지 않고,-2
3177,아름하지 않으며,-2
3178,아름안한,-2
3179,수상하게,1
3180,수상한,1
3181,수상하다,2
3182,수상하고,2
3183,수상하며,2
3184,수상하지 않다,-2
3185,수상하지 않게,-2
3186,수상하지 않은,-2
3187,수상하지 않고,-2
3188,수상하지 않으며,-2
3189,수상안한,-2
3190,뻔뻔하게,1
3191,뻔뻔한,1
3192,뻔뻔하다,2
3193,뻔뻔하고,2
3194,뻔뻔하며,2
3195,뻔뻔하지 않다,-2
3196,뻔뻔하지 않게,-2
3197,뻔뻔하지 않은,-2
3198,뻔뻔하지 않고,-2
3199,뻔뻔하지 않으며,-2
3200,뻔뻔안한,-2
3201,괜하게,1
3202,괜한,1
3203,괜하다,2
3204,괜하고,2
3205,괜하며,2
3206,괜하지 않다,-2
3207,괜하지 않게,-2
3208,괜하지 않은,-2
3209,괜하지 않고,-2
3210,괜하지 않으며,-2
3211,괜안한,-2
3212,부적절하게,1
3213,부적절한,1
3214,부적절하다,2
3215,부적절하고,2
3216,부적절하며,2
3217,부적절하지 않다,-2
3218,부적절하지 않게,-2
3219,부적절하지 않은,-2
3220,부적절하지 않고,-2
3221,부적절하지 않으며,-2
3222,부적절안한,-2
3223,큼지막하게,1
3224,큼지막한,1
3225,큼지막하다,2
3226,큼지막하고,2
3227,큼지막하며,2
3228,큼지막하지 않다,-2
3229,큼지막하지 않게,-2
3230,큼지막하지 않은,-2
3231,큼지막하지 않고,-2
3232,큼지막하지 않으며,-2
3233,큼지막안한,-2
3234,과하게,1
3235,과한,1
3236,과하다,2
3237,과하고,2
3238,과하며,2
3239,과하지 않다,-2
3240,과하지 않게,-2
3241,과하지 않은,-2
3242,과하지 않고,-2
3243,과하지 않으며,-2
3244,과안한,-2
3245,장황하게,1
3246,장황한,1
3247,장황하다,2
3248,장황하고,2
3249,장황하며,2
3250,장황하지 않다,-2
3251,장황하지 않게,-2
3252,장황하지 않은,-2
3253,장황하지 않고,-2
3254,장황하지 않으며,-2
3255,장황안한,-2
3256,길쭉하게,1
3257,길쭉한,1
3258,길쭉하다,2
3259,길쭉하고,2
3260,길쭉하며,2
3261,길쭉하지 않다,-2
3262,길쭉하지 않게,-2
3263,길쭉하지 않은,-2
3264,길쭉하지 않고,-2
3265,길쭉하지 않으며,-2
3266,길쭉안한,-2
3267,산란하게,1
3268,산란한,1
3269,산란하다,2
3270,산란하고,2
3271,산란하며,2
3272,산란하지 않다,-2
3273,산란하지 않게,-2
3274,산란하지 않은,-2
3275,산란하지 않고,-2
3276,산란하지 않으며,-2
3277,산란안한,-2
3278,청초하게,1
3279,청초한,1
3280,청초하다,2
3281,청초하고,2
3282,청초하며,2
3283,청초하지 않다,-2
3284,청초하지 않게,-2
3285,청초하지 않은,-2
3286,청초하지 않고,-2
3287,청초하지 않으며,-2
3288,청초안한,-2
3289,유순하게,1
3290,유순한,1
3291,유순하다,2
3292,유순하고,2
3293,유순하며,2
3294,유순하지 않다,-2
3295,유순하지 않게,-2
3296,유순하지 않은,-2
3297,유순하지 않고,-2
3298,유순하지 않으며,-2
3299,유순안한,-2
3300,화사하게,1
3301,화사한,1
3302,화사하다,2
3303,화사하고,2
3304,화사하며,2
3305,화사하지 않다,-2
3306,화사하지 않게,-2
3307,화사하지 않은,-2
3308,화사하지 않고,-2
3309,화사하지 않으며,-2
3310,화사안한,-2
3311,고귀하게,1
3312,고귀한,1
3313,고귀하다,2
3314,고귀하고,2
3315,고귀하며,2
3316,고귀하지 않다,-2
3317,고귀하지 않게,-2
3318,고귀하지 않은,-2
3319,고귀하지 않고,-2
3320,고귀하지 않으며,-2
3321,고귀안한,-2
3322,무방하게,1
3323,무방한,1
3324,무방하다,2
3325,무방하고,2
3326,무방하며,2
3327,무방하지 않다,-2
3328,무방하지 않게,-2
3329,무방하지 않은,-2
3330,무방하지 않고,-2
3331,무방하지 않으며,-2
3332,무방안한,-2
3333,해박하게,1
3334,해박한,1
3335,해박하다,2
3336,해박하고,2
3337,해박하며,2
3338,해박하지 않다,-2
3339,해박하지 않게,-2
3340,해박하지 않은,-2
3341,해박하지 않고,-2
3342,해박하지 않으며,-2
3343,해박안한,-2
3344,어리둥절하게,1
3345,어리둥절한,1
3346,어리둥절하다,2
3347,어리둥절하고,2
3348,어리둥절하며,2
3349,어리둥절하지 않다,-2
3350,어리둥절하지 않게,-2
3351,어리둥절하지 않은,-2
3352,어리둥절하지 않고,-2
3353,어리둥절하지 않으며,-2
3354,어리둥절안한,-2
3355,불쌍하게,1
3356,불쌍한,1
3357,불쌍하다,2
3358,불쌍하고,2
3359,불쌍하며,2
3360,불쌍하지 않다,-2
3361,불쌍하지 않게,-2
3362,불쌍하지 않은,-2
3363,불쌍하지 않고,-2
3364,불쌍하지 않으며,-2
3365,불쌍안한,-2
3366,일관하게,1
3367,일관한,1
3368,일관하다,2
3369,일관하고,2
3370,일관하며,2
3371,일관하지 않다,-2
3372,일관하지 않게,-2
3373,일관하지 않은,-2
3374,일관하지 않고,-2
3375,일관하지 않으며,-2
3376,일관안한,-2
3377,질퍽하게,1
3378,질퍽한,1
3379,질퍽하다,2
3380,질퍽하고,2
3381,질퍽하며,2
3382,질퍽하지 않다,-2
3383,질퍽하지 않게,-2
3384,질퍽하지 않은,-2
3385,질퍽하지 않고,-2
3386,질퍽하지 않으며,-2
3387,질퍽안한,-2
3388,왕성하게,1
3389,왕성한,1
3390,왕성하다,2
3391,왕성하고,2
3392,왕성하며,2
3393,왕성하지 않다,-2
3394,왕성하지 않게,-2
3395,왕성하지 않은,-2
3396,왕성하지 않고,-2
3397,왕성하지 않으며,-2
3398,왕성안한,-2
3399,강인하게,1
3400,강인한,1
3401,강인하다,2
3402,강인하고,2
3403,강인하며,2
3404,강인하지 않다,-2
3405,강인하지 않게,-2
3406,강인하지 않은,-2
3407,강인하지 않고,-2
3408,강인하지 않으며,-2
3409,강인안한,-2
3410,숭고하게,1
3411,숭고한,1
3412,숭고하다,2
3413,숭고하고,2
3414,숭고하며,2
3415,숭고하지 않다,-2
3416,숭고하지 않게,-2
3417,숭고하지 않은,-2
3418,숭고하지 않고,-2
3419,숭고하지 않으며,-2
3420,숭고안한,-2
3421,으슥하게,1
3422,으슥한,1
3423,으슥하다,2
3424,으슥하고,2
3425,으슥하며,2
